A,B
'Lo decir alto aurah puta zorra rastrera y de zorra 2 sentidos hay dudas',Agresivo
'Loca de mierda tu pidiendo recen niño tu hogar humillaste y no le brindaste amor de hermano Loca mil veces',Agresivo
'Los comunistas no quieren filas weona mitomana loca y drogadicta #Jiles x cupo Humanista  ya suficiente #Vellejos y #Cariola',Agresivo
'Los hombres confunden mujer peleona mujer pensamiento propio le lleva contraria y no se deja…',NoAgresivo
'Los hombres 10 novias al año y no dicen nada aaaahhhh mujer tenga 10 novios al año le dicen',NoAgresivo
'Los INDH no atajaron Bachelet y ahora show Camara contaminación de Quintero y Puchuncaví BASTA DE MENTIRAS ZURDOSENAP está manos de Concertación año 1990 termoeléctricas problema autorizo Bachelet ',NoAgresivo
'Los inmigrantes vinieron  NO señor Vicuña traidos negociado asqueroso Bachelet hable claro no sea hipócrita aunque claro ustedes jesuitas les encanta llegada de miseria viven de ',NoAgresivo
'Los invito todos mañana funar bachelet talcahuano Para q SRA tenga q pedir perdon aunque sea fuerza',NoAgresivo
'Los más probable La Comisión Ética dejará postre y será',NoAgresivo
'Los mismos zurdos aplaudieron 42 termoeléctricas ultra contaminantes aprobó comunista Bachelet Presidente  estos izquierdistas son care raja  doble moral socialisto-comunista da asco  ',NoAgresivo
'Los niños no pelo de mujer',NoAgresivo
'Los se mofan físico de Bachelet de seguro debe mamá Miss Chile',NoAgresivo
'Los Weones autorizan 42 Plantas Termoeléctricas Carbón Gobierno de Bachelet y ahora presionan al Gobierno de Sebastian Piñera cierre Estos Zurdos son Mierda CARE RAJA',Agresivo
'Los Zanganos Maite Orsini y Garbiel Boric andan culiando todas partes y financiados x todos',Agresivo
'Lucía perra pone lugar ojete de Eva',Agresivo
'Luego de multado infringir ley de transito Gabriel Boric pide asilo político Francia jajaja ridiculo',NoAgresivo
'Lule salis perdiendo no t conviene perra asquerosa',Agresivo
'Maite Orsini y Gabriel Boric les recuerdo cigüeña trae bebés de París y no necesario allá hacerlos',NoAgresivo
'Maite Orsini y Gabriel Boric visitaron Palma Salamanca moto papeles al día y licencia clase C financiados chile jajajajaja',NoAgresivo
'Maldita loca estúpida parecida políticos rastreros mírale medio de se le salido lengua de hablar disparates; lleva mismo César Medina',Agresivo
'Maldita perra asquerosa me cortaste tu foto de perfil',Agresivo
'Maldita perra desaparécete',Agresivo
'Mames de seguro perra barata de Kenia ya vi vídeo de Kim y se me ignorante',Agresivo
'Mande brazo armado defienda tierras le robamos estos mapuches terrorisraseso estas diciendo weona loca',Agresivo
'Mañana 13 mujer maravillosa cambiado rumbo de país y de 15 estados Africanos voluntad y tesón #MujeresIncreibles historia y merecen conozcas #FrecuenciaVioleta',NoAgresivo
'Maraca ctm india culia de humano valí callampa fea culia',Agresivo
'maraca culia mala ojala diablo se le meta orificio vaginal  ',Agresivo
'maraca culia maldita zorra bastarda lávate choro yegua mal parida Se imaginan hablara asi Que ordi no',NoAgresivo
'maraca culia me gaste saldo de junaeb voh y ahora ando cagao de hambre teee odioooooooo',Agresivo
'maraca culia- weona te echo - nada wn maraca igual --',Agresivo
'Maraca Culia Te Odio Hiciste Sufrir A Mi Brunito Vali Callampa Chupa El Pico Ojala Mueras Eres La Peor Persona Que Existe l',Agresivo
'Maraca culia wn - Pero weona te echo mina - Nada wn Maraca igual',Agresivo
'Maraca culia y conchetumadre perra mal parida te odio weona mal intencionada',Agresivo
'Maraca culiá y conchetumadre Le andai chupando pico todos culiaos Sé leí mi twitter así sabi esto pa voh',Agresivo
'Maraca culiá y conchetumare amárrate tetas mejor vez de andar maltratando animales aweoná culiá mámame escroto',Agresivo
'Maraca culiá ¿cómo chucha te alegrai de muerte de persona Enferma ctmre pudrete vo infierno sarnosa de mierda ¿estay cerebro Supieran papás simia qla de hija',Agresivo
'Maraca culia no te deseo mal ojalá te ocupen esquina',Agresivo
'Maraca sarnosa Eso decir de ti',Agresivo
'maracaperrabuscate vida o comprate vida fea culia loser culia ahuena Vomitaré',Agresivo
'Maravillosa imagen Tu mujer monumento envidia de buena amigo tienes mujer sensacioonal',NoAgresivo
'maravillosa presentación Eres gran mujer  gracias darnos este ejemplo de solidaridad prójimo Te admiro mucho ',NoAgresivo
'Maravillosa grande mujer de esfuerzo  lucha y amor hija tremendo ejemplo de perseverancia Un abrazo usted',NoAgresivo
'Maravilloso texto y maravillosa voz Y maravillosa periodista y mujer ya añado también @alomorma',NoAgresivo
'Maria Blanco maravillosa habla femenismo rigor seriedad y libertades de mujer de persona Lamentable este acoso está recibiendo',NoAgresivo
'Martha Iannini mujer extraordinaria maestra líder hogares ICBF Sabiduría pura literatura infantil y primera infancia Gente creyendo y creando qué cosa maravillosa',NoAgresivo
'Marzo gracias Abril gracias cumplimos Mayo baja culpa de Bachelet Junio no todavía culpa de ella Julio culpa de ella y gbno Agosto ehehel mundosi culpa mundo Septiembreculpa dedelos feriados Octubre  ',NoAgresivo
'Más grave visita de Boric Palma S poner manto de duda de derecho y justicia de 90',NoAgresivo
'Más hipocrita se ve @KimberlyLoaiza_ mostrando cara totalmente diferente perra jaja pinche oso',Agresivo
'mas leña al fuego tonta weona comunista tenias ',Agresivo
'Más patetico y enfermizo weona loca de Cathy Barriga conejitos de pascua periodismo chanta penca mediocre y facho muestra noticia algo de más normal simpático Weones de mierda',Agresivo
'Más fijarme me fijo forma de de ella ama cuerpo mujer no necesita de medidas 906090 bella lindos ojos enamoran sonrisa encanta valoro más se tierna sea educada me rete soñadora',NoAgresivo
'maten vaca culiá asquerosa ladrona vergüenza más teñida jugo Yupi ordinaria conchesumadre',Agresivo
'Matias rio sostenedor de colegios Bachelet le cago negocio ',Agresivo
'Matthei re culia tu culpa triste de vocal de nuevo te odio getona reculia igual no vay salir maraca zorra buena pal pico',Agresivo
'Me alegra saludarla y decirle hoy reconozco gran labor mujer y gobernante medio hostil y machista Gracias representar inteligencia y fortaleza de mujeres',NoAgresivo
'Me alegro él y @yamisaleh ni día dejó de posible éste de liberación llegara Valiente mujer maravillosa madre ',NoAgresivo
'Me ayudarían se entere maravillosa mujer y pesar poco o pequeñas conversaciones hemos tenido le mucho aprecio',NoAgresivo
'Me cae Boric general ahora cagando heavy fuera tiesto',Agresivo
'Me carga maldita sociedad mujer operaciones puta marrana nada ofrecer',NoAgresivo
'Me carga bachelet nunca se tire piscina adornos palabras bonitas finales cuidados respuestas vacías',NoAgresivo
'me carga mi hermana discuta pololo se desquita conmigo después hdkdnd weona loca ah',Agresivo
'Me da tanta lata se acude al empate Si derecha asesina izquierda asesina Por favor pónganse de acuerdo',NoAgresivo
'Me encanta valiente mujer y fuerte sido salir de relación mala ahora estás estupenda María más fuerte y guapa nunca sigue así gran mujer ',NoAgresivo
'Me encanta perderme mar azul de tu mirada  Saludos mi distinguida dama tengas lindo domingo; próxima semana este llena de éxito y acá se pueda ayudar',NoAgresivo
'Me gusta farra mujeres buenas vivir amigos vaciando botellas me gusta vida me encanta amoooor',NoAgresivo
'Me imagino concejala de Coronel habla de “pirulín” “todas leyes tontas de Bachelet” y ataca Daniela Vega hora medios de comunicación ya convirtieron noticia central próxima elección deje de concejala y pase diputada',NoAgresivo
'Me imagino este gobierno acostumbrado hecharle culpa al anterior reconocerá Gobierno de Pdta Bachelet',NoAgresivo
'Me niego vivir resignada se acabaron hombres y mujeres buenas Me niego mediocre piensa amor murió y ahora sólo se trata de coger bestia criterio ',NoAgresivo
'Me parecen bellas mujeres les sale apoyo de corazón Que notas transparencia te dicen exactamente piensan de ',NoAgresivo
'Me perdí mujer perfecta',NoAgresivo
'me puse sensible mujeres son hermosas y buenas y empáticas y quiero abrazar todas y rodearme de y feliz',NoAgresivo
'Me siento conmovida y orgullosa x tantas mujeres están haciendo cosas buenas x Venezuela medio de tantas dificultades ',NoAgresivo
'Me bloqueada está weona está día más tonta nosé abogada',Agresivo
'Me hermoso recuerdo pude cumplir mi sueño de conocer mujer maravillosa hermosa gracias @MicaViciconte tanta alegría sos mi llena de luz mi ejemplo orgullosa de vos nunca me olvidar de estos momentos te adoro sos angel',NoAgresivo
'Mejor no sepas enferma de wattpad plagia autoras escriben inglés y normaliza violaciones (está obsesionada se violen Jin weona tonta)',Agresivo
'Mi abuela me enseñó algo tremendo hoy se cae cuchillo viene hombre cuchara viene mujer tenedo…',NoAgresivo
'Mi ahora feminista (ni sabía era) no considerar tuiteas puras weas weona fea tonta y desesperá aprobación de tulas fachas alguien le mande mi tuit porfi ',Agresivo
'Mí amigo Pedro* mí amigo de perra asquerosa conseguite amigo no se juntar vos gatos y perros se llevan mal ndeah',Agresivo
'Mi amor vas puta aprovecha ese potencial tu viejito te mande operar tetas y ponlas producir',Agresivo
'Mi cuenta cerrada manifestarme contra de izquierda y criticar Bachelet ',NoAgresivo
'Mi esposa mi gran orgullo Mi motivación de día mujer de mi vida ',NoAgresivo
'Mi ex al gym nunca cardio maraca culia no corazón',Agresivo
'Mi ganadora puso pie casa Míriam persona maravillosa fuerza valores y principios de pocos presumir ',NoAgresivo
'Mi madrastra vestida de rojo perra y señora se le acerca y le dice “you look gorgeous” Ella me mira y me dice “n…',Agresivo
'Mi mamá mujer más maravillosa planeta Ojalá algún día pueda llegar mitad de ella ',NoAgresivo
'Mi mamá maravillosa gracias mujer y virtuosa ',NoAgresivo
'Mi mamá está todos detalles ando boba x vida y ella quién me avive poquito más día Que mujer más inteligente y estupenda',NoAgresivo
'Mi mamá trajo casa perrita abandonada calle QUE GRAN CORAZÓN MUJER NUNCA CAMBIES ',NoAgresivo
'Mi querida y amada @barbaraig siempre vemos me siento contento mujer maravillosa me encanta platicar contigo y darte besos y abrazos espero sigamos viendo más seguido ',NoAgresivo
'Michele #Bachelet Chile vino sacarse fotos perritos falderos q tengan ventaja 28/10',Agresivo
'Michelle Bachelet ( Comandante Claudia ) sacó todos camaradas FPMR de cárcel y les borró antecedentes  Es ahora están parlamento y ocupando cargos ',NoAgresivo
'Michelle Bachelet acabó cargo ONU no dijo sino callado',NoAgresivo
'Mientras tanto Cheyre y millones ejército pasan piola',NoAgresivo
'Mierda asquerosa closetera hijo de puta perra (porque atacar mujeres canciones has de ver nacido de perra brama) das asco mal nacido',Agresivo
'MINA CULIA MARACA TE ODIO HIJA PERRA HACI LLORAR A UN HOMBRE INDEFENSO TE MERECÍ LA MUERTE JILA PERRA',Agresivo
'Mira maraca culia chupa pija quieres hablar tu ordinario jajaja bueno menos tú qué sabrás de fútbol mejor anda lavar ropa pobre weona',Agresivo
'mira maraca re culia único te decir vo queri pelea te darte pelea vo mi no me veni insultar lacra conchetumare ma via vo y ma lista escuchaste asi no me vengai decir ninguna palabra ma o no te vai irte via',Agresivo
'Mira tranquila mis tweet ridícula Que sos puta barata te busco ',Agresivo
'Mirar tu madre y pensar ¿Que haría maravillosa mujer',NoAgresivo
'mis favoritas siempre serán chilenas re lindas y no arman drama pendejadas',NoAgresivo
'Miserable hizo M Bachelet de traer personas no tendrían ningún futuro Chile Su lenguaje de odio no se aún no acabado usted ¡Que manera mujer de odiosa Toda vida odiando no se aburre de buenna vez Hágase ud misma favor',NoAgresivo
'mmmm concluyo mujer chilena bakan menos superficial no le da vergüenza salir calle estar arreglada y son mas naturales chilena prioriza otras cosas y no están ni ahí verse plásticas Que lindas son chilenas',NoAgresivo
'Mónica culia maraca me cae mal no entiendo Pascual se fijó ella ',Agresivo
'Morirán ahogadas propia envidia Las mujeres bellas existirán siempre concursen o no',NoAgresivo
'Mucho más feliz de mujer maravillosa tú @dreariosU Te amo ',NoAgresivo
'Mujer al volante peligro constante',NoAgresivo
'Mujer Asombrosa Reina Incomparable Nada Arrogante TKM mejor hermosa <3” aww n_n Dtb mua',NoAgresivo
'MUJER EJEMPLAR La asombrosa historia de indigena logró evitar construcción de represa',NoAgresivo
'Mujer no olvides hermosa especial única valiosa fuerte asombrosa sensual inteligente No apagues tu brillo levanta cara sonríe y paso firme ',NoAgresivo
'Mujer te quiero feliz Este domingo mejor de ánimos participamos Gran Caminata 3k expresando nuestro apoyo NO VIOLENCIA CONTRA LA MUJER hermosas y luchadoras',NoAgresivo
'MUJER ERES UN SER MARAVILLOSO E INIGUALABLE NO TE DEJES MALTRATAR EXIGE RESPETO PORQUE TE LO MERECESERES LA MAS BELLA CREACION DE DIOS',NoAgresivo
'Mujer no se te olvide te sentir bella tienes y no llevas fuera',NoAgresivo
'mujer no te comas cuento liberal E no representa pos de nombrar todes siguen invisibilizando…',NoAgresivo
'Mujer Si asombrosa no fácil Y fueses fácilno serías asombrosa',NoAgresivo
'Mujeres buenas hay hay encontrarlas',NoAgresivo
'mujeres son bellas porfa no se comparen otras ni se castiguen o se odien no cumplir estándares estúpidos de sociedad valen mucho',NoAgresivo
'Murió delincuente había robado vehículos profesores de escuela rural pasó tonta weona muerto',NoAgresivo
'Muy bonito ese detalle tienes de contestarme mensajes horas no dejes de nunca hija de tu puta y',Agresivo
'Muy buena fotografía menciona al marido de delincuente Compagnon nuera de #Bachelet alta comisionada amenaza al Presidente Electo Bolsonaro ',NoAgresivo
'Muy buena noticia Sergio Moro juez metió preso al corrupto Lula será ministro de justicia de Bolsonaro La izquierda sudamericana está histérica y pánico investigaciones corrupción seguirán y aún quedan nombres descubrir Tiembla Bachelet',NoAgresivo
'Muy care raja Baranda gob de bachelet ud aooyó q inpulsó migración irrespondable medir consecuencias',NoAgresivo
'Muy feliz vuelta al sol bella Me encantó haberte conocido y pegar altos días de gira vos Sé feliz siempre',NoAgresivo
'Muy joven feminista',NoAgresivo
'joven tu ideología',NoAgresivo
'Nací biológicamente mujer gracias diversidad de identidad y género (q existe)he decidido unicor…',NoAgresivo
'Nada más absurdo Eres además de estupenda actriz matices y tonos bellísimos (que tu profesión importa) bellísima mujer Una madre admirable esposa magnífica y además persona siempre defendido justicia todas manifestaciones',NoAgresivo
'Nada triste preciosa mujer enamorada de imbécil único se merece patada huevos Porque ni quiere ni deja ni merece',NoAgresivo
'NADIE MEJOR QUE UNA MUJER PARA ACLARAR A UNA FEMINISTA MEDIOCRE',NoAgresivo
'NAYA RIVERA NO ES UN TROZO DE CARNE ES UNA MUJER ASOMBROSA PRECIOSA CON TALENTO Y CON UN CORAZÓN ENORME BIG MIERDA RESPÉTALA',Agresivo
'Necesitamos gran acuerdo de Estado y fuerte decisión política Eliminación de Violencia contra Mujer ',NoAgresivo
'necesitamos amplia gama de candidatos conservadores liberales de Criollos y migrantes Bachelet no volver al nuevamente',NoAgresivo
'Ni mil culos superan mujer te quiera y te apoye',NoAgresivo
'NI TU MADRE TE CREE MARACA CULIA NADIE TE VA A CREER HARRY ES UN CHICO RESPETUOSO Y TU TE CALLAS Z ',Agresivo
'Ni más Rompe silencio Cuando seas testigo de violencia contra mujeres no te quedes de brazos cruzados Actúa Buenas noches liberales ',NoAgresivo
'Ni portada aquella mujer le quitaron salvo ganas de luchar encontrar suyos y justicia…',NoAgresivo
'Ningún poeta historia universo llegó elocuente y exacto describir inmensa belleza de mujer Quien dijo ella etérea Sublime Inigualable Maravillosa ',NoAgresivo
'No alcanza buenas intenciones #ToleranciaCero discriminación agresión y acoso',NoAgresivo
'No aplicar misma pregunta no “error” parte de estrategia de propaganda política de Cadem',NoAgresivo
'No comprendo hombres no sentir bellas mujereslo único demuestran total inseguridadtemen ella sepa realmente vale vea hermosa y deseada',NoAgresivo
'NO DES EXPLICACIONES WEONAS NI TE JUSTIFIQUE HICISTE UNA VISITAS A UN TERRORISTA ASESINO Y ESO',NoAgresivo
'No dieron 90min prometidos #TheWalkingDead culpa de Bachelet',NoAgresivo
'No entiendo mierda piensan novio no le hablar nadie más Déjense de joder Esto idiotez…',NoAgresivo
'no este triste jimena mujer maravillosa y increible mujer maravillosamente guapa y hermosa y bella y sexy siempre sera belleza y mujer sexy te quiero bellisima mujer jimena mejor y reina de fox sports bella y hermosa',NoAgresivo
'No falta weona tonta Feliz día macho men ',Agresivo
'No Bachelet construyo record',NoAgresivo
'No hay nada más increíble y atemorizante sentirse vulnerable mujer asombrosa',NoAgresivo
'No hay ninguna mujer joven bella sea maravillosa mujer madura plenitud de belleza La mujer madura más linda también más sabia',NoAgresivo
'NO HAY QUE TENER MIEDO DE ESTA PERRA ASQUEROSA DROGRADICTA Y SU QUERIDO ES UN PERRO MALDITO CON UNA CABEZA LLENA DE MIERDA',Agresivo
'No importa hagas mi querida y amada @barbaraig siempre te veras hermosa te ves maravillosa ese vestido amarillo siempre deslumbras tu belleza y tu enorme corazón mujer fantástica te mando besos y abrazos de buenas noches descansa te amo mi princesa',NoAgresivo
'No le contestar weona foto de perfil de loca aparece páginas porno po',Agresivo
'No más violencia contra mujer identifiquen tipo de violencia y no permitan lastimen derecho vivir libres y miedo ',NoAgresivo
'No me alcanzan palabras describir maravillosa mujer mi ángel mi mejor amiga mi negrita hermosa hoy está de cumpleaños le pido Dios me de oportunidad de tenerla años más ',NoAgresivo
'No me importa tu pasado quién saliste tanto hicieron ni qué Todo te define formó persona persona quiero y admiro ahorita presente mujer más maravillosa planeta persona está conmigo así quiero siga',NoAgresivo
'No me refiero cómo se viste sino culta y distinguida desempeña excelente papel acompañando al Presidente lugar de primera dama lees escribo me vas entender',NoAgresivo
'No me wei pendeja culia me caí pico',Agresivo
'No pasa nada mujer son etapas se gran mujer y vida pronto te sonreír ',NoAgresivo
'No más de Bella Dulce simpática Perfección hecha mujer te amoooo',NoAgresivo
'No lindas chilenas amigo son épicas lpm',NoAgresivo
'No creer linda estás foto  Espléndida  majestuosa  hermosa mujer y maravillosa persona  Mi admiración vos total VAL querida ',NoAgresivo
'no decirte palabras orgullosa me siento de seguirte y apoyartede gran mujer erestodo amor repartes seguro volverá multiplicado ti ',NoAgresivo
'No Bachelet No haitianos No comunistas No pata de guagua ',NoAgresivo
'No recuerdo última vez interactúe mujer gonorrea timidez',NoAgresivo
'No respeta Ley TránsitoNo respeta Ley de Lobby No respeta Constitució',NoAgresivo
'no se  mi me parece persona estupenda no me importa edad encanto envejecido encanto de mujer encontro felicidad siempre sonriendo ',NoAgresivo
'No se asusten truenos ni apagones Sobrevivimos 24 años de Concertacion y Bachelet esto pelo de cola',NoAgresivo
'No se idea orgullo me genera mi lado mujer maravillosa y absurdamente perfecta ella',NoAgresivo
'No se qué aún sigo weona tonta',Agresivo
'No sé no le creen Camila Vallejo de querer dejar congreso dijo jamás haría campaña Bachelet cumplió plenamente palabr',NoAgresivo
'No se saca nada decir asesinato de senador no justificación',NoAgresivo
'No sé diputada weona loca tonta o simplemente idiota piensa todos ignorantes u cerebro simios PC',Agresivo
'no se tu cuenta acaso te digo de hoy actuación memorable Te felicito mujer asombrosa',NoAgresivo
'No seas hipócrita Boric  Tú son votos izquierda 2022  trajeron mentiras  Michelle Bachelet responsable ',NoAgresivo
'no sinceramente me vale madres me repugnas puta barata de mierda',Agresivo
'No soporto mujer de mierda',Agresivo
'No de derecha Longueira harto mas Laurence y debate se come Bachelet O',NoAgresivo
'No suelo decir garabatos no me gustanpero frente tamaña sandezno sino preguntarEsta weona sera tonta o le faltan todos palos pal puente sera madre siquiera Por Dios ',Agresivo
'No te conviene hacerme enojar perra nadamas te advierto',NoAgresivo
'No te da pena rata puta ingrata zorra barata',Agresivo
'NO TE DESEO EL MAL PERO OJALÁ MAÑANA TE PASE UN CAMIÓN Y TE MATE MARACA RE CULIA',Agresivo
'No te sientas perra cara de pug JAJAJAJA',Agresivo
'No palabras suficientes expresar orgullosa de talentosaincreíble y bella mujer amo mucho',NoAgresivo
'No weona venia tractor arrendaba predio vecinos y nadie arranca tractor da maximo 30 km hora tonta weons informate primerio de emitir juicio weona bruta',Agresivo
'No weona no bacán decir “ojalá me viole” o “me violaría” no mujer hay rebajarle importancia palabras y te dejo claro altoque parecí tonta culiá enferma hablando de manera sabiendo grave son palabras',Agresivo
'no nada super exclusiva pa comer pellet de pescado o pescado esque le dieron remedio pa alergia y le cayó mal me salió flaite delicá weona rankiá',Agresivo
'Nooo Esos son países piensan VIEJA BACHELET ES AHUEONAAA',Agresivo
'Noooo no todos hombres asi de pelotudos favor mujeres bellas tengan paciencia',NoAgresivo
'Nora se refiere al chileno sigue acribillando nuestros hermanos mapucheso estas ciega weona tonta',Agresivo
'Normalizar comportamientos violentos de niño lleva permitir ambiente violencia contra mujeres desarrollarse Hay buenas conversaciones principio',NoAgresivo
'Nos unimos gran cruzada promueve y defiende toda vida violencia Reafirmamos nuestro compromiso de liberarnos de toda forma de violencia contra mujerTenemos desafíos superar construir mundo más seguro y justo',NoAgresivo
'NosotrasExigimos acciones concretas todas mujeres desaparecidas de este país Ya basta de buenas intenciones queremos acciones ¿Hasta cuándo tendremos indiferencia',NoAgresivo
'Nuestros congreso realmente deja mucho desear Qué verguenza de diputado',NoAgresivo
'Nunca critiquen mujer físico(sea sea) no se dan idea duele no se me borra mas de la…',NoAgresivo
'Nunca critiques mujer tarda arreglarse te vean acompañado de mujer bella',NoAgresivo
'Nunca imagine y odio mamá maldita perra',Agresivo
'O minas le dicen perra otras andan exigiendo respeten mujeres ni respetar a…',NoAgresivo
'o sea quiero mucho no hagan esas cosas sean buenas mujeres )))) no hagan quedar boludas novias',NoAgresivo
'OE ESTUPIDA NO SE LEE NADA AGRANDA ESO MALDITA BASURA CORRUPTA',Agresivo
'OH ERES UNA HIJA DE PUTA ¿QUIÉN MIERDA TE CREES PARA VENIR AH TRATARLO HACI AWEONA DEBERÍAS IR AL PSICÓLOGO TE HACE FALTA',Agresivo
'Oh zoooooooooooooorra Y no sentido de maraca no sentido de maraca culiá',Agresivo
'ohh mujer culiá estresante',Agresivo
'ohhhh perra conchetumadre me pusiste admision msn',Agresivo
'oie weona locade verdadvaya al doctor srasu esquizofrenia totalcuando odio almasu ideologia odio cometer locura y no me diga q cree dios q dios le pondria patada raja ideologia odio',Agresivo
'Ojalá Brasil pase Venezuela y de vez todas se pronuncie Bachelet asegura vigilará respeto DDHH Brasil victoria de Bolsonaro',NoAgresivo
'Ojala mujer maravillosa nunca deje de sonreir y no le afecten criticas de haters',NoAgresivo
'Ojalá hubiera conocido mi bisabuela mi mamá y mi abuela cuentan mujer más hermosa y dulce vida noble inteligente y tierna me hubiera encantado',NoAgresivo
'Ojalá le hagan portonazo weona tonta o le asalten hijo y le saquen cresta ver hablar tanta wea junta',Agresivo
'Ojalá le vayan saquear neuronas tonta weona',Agresivo
'Ojalá me alcance vida devolverle mi vieja cosas hizo y mi mujer maravillosa',NoAgresivo
'ojalá pudiera hacerle reaccionar gente odia hyuna están odiando mujer maravillosa se dejan llevar rumores críticas y insultos de mierda le tiran ',NoAgresivo
'ojalá sea sentatarecuperen juicio y se saquen venda de ojos concerta y Bachelet les puso ',NoAgresivo
'Ojalá te mueras zorra puta barata',Agresivo
'Onemi dice le preguntó Bachelet y habría tsunami Santiago y Bolivia',NoAgresivo
'Oportunismo Político No y menos creer sector nadie supiera de visita',NoAgresivo
'Oposición venezolana sube tono contra @mbachelet ¿qué falta venga Difícil pregunta ya incapaz de condenar dictadura de Maduro',NoAgresivo
'Ordinario peligroso e irresponsable pasó acá ',NoAgresivo
'Orgullosa de sindicalista orgullosa de feminista orgullosa de pertenecer clase obrera y orgullosa de lideresa de mi sindicato maravillosa mujer luchadora feminista y orgullosa de representar CCOO Alicante ¡Te quiero compañera ',NoAgresivo
'ORGULLOSA DE SOFIA DEMOSTRANDO LA FORTALEZA QUE PUEDE TENER UNA MUJER EN UNA PRUEBA DE LÍDER MARAVILLOSA',NoAgresivo
'Orsini y Boric viaje ‘oficial ‘ Palestina deciden pasar cachetearse ratito Paris y piscolearse terrorista',NoAgresivo
'Otro “legado” Gob de M Bachelet pagar nuestros recursos “El documento estableció aumento pago pasajero transportado de $5201 Estado hoy debe cancelar de manera retroactiva” ',NoAgresivo
'Otro comunero mapuche muerto gobierno de Bachelet Cuantos más deben morir entender conflicto y darle franca solución',NoAgresivo
'OYE A VER A QUIÉN LE VENÍS A DECIR VIOLENTO MARACA CULIÁ TONTA NO PODÍS GENERALIZAR WEONA PATÉTICA QUÉ TE CREÍS TE VOY A SACAR LA CHUCHA ME DAI PENA',Agresivo
'oye Alejandra Valle tu criticar look pareces vaca guatona culiá descarada Chancha de mierda',Agresivo
'oye Boricy fuiste conversar Palma Salamancano podiai hacerlo Skype acaso',NoAgresivo
'Oye cirujia mal hecha y vo cara de raja patitas de riselverga 😂😂😂😂😂 no me refiero patas de gallo po…',Agresivo
'Oye igual no deja de enojarme q nuestros impuestos le pagamos motel',NoAgresivo
'Oye tonta weona Todos reconocieron mentira',Agresivo
'Oye Maite necesito algún alboroto se olviden de me junte asesino Palma Salamanca',NoAgresivo
'OYE MARACA CULIA EN VEZ DE ROBAR DIBUJOS APRENDE MEJOR A DIBUJAR AUNQUE DE SEGURO LO HACES PARA EL CULO PENDEJA CTM',Agresivo
'OYE MARACA CULIA QUE ANDAI INVENTANDO WEAS SI TE INVITAN A GRUPOS NO ES PA QUE ANDIS CAHUINEANDO TE VEÍAS DECENTE ROTITA ',Agresivo
'OYE PENDEJA Y LA CONCHETUMARE QUIÉN MIERDA TE CREES PARA VENIR A HABLAR DE ESOS TEMAS QUE SON DEMASIADOS SENSIBLES ACASO TE FALTA UN TORNILLO AWEONA MIDE TUS PALABRAS XUXETUMARE SI NO QUERI QUE LA MAYORIA DE LAS ARMY TE SAQUE LA CHUCHA',Agresivo
'OYE PERRA CULIA QE WEA CON LA DOMI MARACA CONSHATUMARE ¬¬ PARA LA WEA XUXETUMARE SINO KERI QE TE VIOLE PERRA CULIA TAMO ',Agresivo
'oye les pagan niñas de team mucha extranjera comparación nacional chilenas lindas',NoAgresivo
'Oye sapo/ sapa culia enfermos re pico den cara cobardes culiaos Tan hijos de perra son  den cara mongolicos CONCHETUMADRE vienen insultar así son vacíos y no qué más vidas perkines culiaos ',Agresivo
'OYE TONTA WEONA Y NO TE DUELE EL CORAZON CON LOS NIÑOS DEL SENAMEAAAH VERDAD QUE ERES ABORTERA ASESINA PERO SI AVALASA LOS DELINCUENTESENCACHAITA LA WEA',Agresivo
'oye weona loca me dijeron teni flor de loto oio se te salen pa fuera tripas culia q… — Si hueona o no me viste denante video de moto ',Agresivo
'Pacos qliaos ahí otra tonta weona filas denle PLR igual al saco de weas ',Agresivo
'Pais de mierda chucha #cortedeluz y toda puta capital se conchesumadre Y asi juran aweonaos de izquerda Soa Bachelet hizo wea positiva@EnelClientesCL Valen Callampa Sin mantención día de funcioar ',Agresivo
'Palma asesinó sangre fría senador y secuestró civil cuyo único delito apellido',NoAgresivo
'Palma Salamanca condenado 1993 mismo año de primera condena al Mamo Contreras',NoAgresivo
'Pamela Jiles dice Red Q habrá elecciones anticipadas x enriquecimiento ilícito d familia Bachelet Es grave hecho x Dávalos',NoAgresivo
'Par de sinvergüenzas y traidores no sé me extrañas pertenecen @elfrente_amplio',Agresivo
'Par de weas',Agresivo
'Para desarrollar procesos de sensibilización materia de derechos humanos e igualdad de género participamos “Caminata Lucha de Eliminación de Violencia contra Mujer”',NoAgresivo
'Para gente vida de persona vale menos de otra Luego nazis ¡ERES UNA PUTA ZORRA',Agresivo
'Para visitar Palma Salamanca Paris Boric se le pasaron todos males vergüenza',NoAgresivo
'Para de mala memoria La ultraderecha Chilena usó Los mismo recursos Brasil La UDI levantó caso Caval sepultando popularidad de Bacheletcreo miedo cesantíamanipuló encuestasfalseó datos Banco Mundial y presentó Piñera salvador',NoAgresivo
'Para mi BoricBoric gordito bueno asado patagonico inseguro hábil hablador desordenado finanzas',NoAgresivo
'Para quienes no entienden terminó mega-delincuente Lula Da Silva cárcel aquí resumen etapas personas y estamentos condenaron ojalá se pudra rejas y pronto acompañe Bachelet CFK Evo Maduro Castro Ortega Mujica Correa etc ',NoAgresivo
'Para referirse Michelle Bachelet no se habla de Presidenta sino de Jefa',NoAgresivo
