texto,clase
"Exponer las clases de una forma mas concreta, mas conceptual porque poco queda aprendido si son pocos los datos duros",positivo
ninguna,neutro
sin comentarios,neutro
mejorar critica hacia el alumno,negativo
profesional competente,positivo
Excelente profesora,positivo
bien.,positivo
Muy buen profesor.,positivo
Profesor muy relajado,positivo
"Es una excelente docente, muy tolerante y siempre dispuesta a ayudar y resolver dudas",positivo
Buen profesor,positivo
Aplica la materia de acuerdo a lo ensenado,positivo
extrano,negativo
"Buena disposicion para resolver dudas, es compresivo, respetuoso, demuestra preocupacion y motiva a los estudiantes.",positivo
Buen profesor.,positivo
buen profesor,positivo
ramo botado,neutro
"Aplicado con sus alumnos, nos hace sentir mas en confianza.",positivo
Conforme con lo aprendido.,positivo
buen profesor,positivo
Maneja el contenido del su ramo de buena manera llevandolo al diario vivir,positivo
"no evalua de forma correcta, es mas es arbitraria para hacerlo",negativo
profesor muy dinamico y ofrece buenas criticas aunque a veces su vision no concuerda con la de la comision general,negativo
Muy buen profesor,positivo
el profesor se adhiere correctamente con los plazos establecidos,positivo
nada que decir al respecto.,neutro
Muy buena su metodologia,positivo
excelente profesora,positivo
Realizar mas ejercicios.,negativo
"Es un excelente profesor, domina bien la materia y los contenidos, pero deberia ser un poco mas didactico para explicar la materia, deberia hacer mas casos clinicos desde el principio.",positivo
"muy buen profesor , un verdadero profesor de recursos humanos ,dedicado hacia sus alumnos",positivo
todo bien,positivo
Es un buen profesor,positivo
Sugiero que ella mantenga una actitud de respeto frente a las opiniones de los demas,negativo
Muy buen profesor simpatico pero profesional,positivo
Profesor dinamico y motivador,positivo
deberia ser mas organizada,negativo
"que no sea tan cruel con los estudiantes, todos queremos aprender pero no todos somos iguales y podemos hacerlo al mismo ritmo lo cual no nos hace estupidos.",negativo
falta responsabilidad,negativo
Mas guias,negativo
Ahuuuuuura Sea profe el segundo semestre,neutro
muy buenas clases,positivo
puede explicar la materia con un mayor orden.,negativo
profesora le sugiero que hable con mas naturalidad ingles ya que aveces sineto como que si estuviera nerviosa.,negativo
Pasa demasiada materia para tan poco tiempo,negativo
"sus clases no son muy didacticas, suele ridiculizar a sus estudiantes y es demasiado estricto",negativo
Buen profesor.,positivo
excelente docente,positivo
buenas clases y didacticas,positivo
ninguna,neutro
Le falta paciencia,negativo
Por lo poco que vi es muy buen profesor.,positivo
Tiene un excelente manejo con la materia y siempre lo compara con la realidad lo que hace que se entienda mejor.,positivo
Profesor que no motiva a los estudiantes y con el que es dificil establecer comunicacion.,negativo
Profesor muy motivado genial,positivo
buena profe,positivo
No clases,neutro
"Muchas veces el profesor repetia la clase anterior a modo resumen, y la subsiguiente clase volvia a repetir el mismo resumen que creaba en la clase anterior, lo que hacia que se perdiera mucho tiempo innecesario.",negativo
Explica de buena forma lo que debe realizar en laboratorio,positivo
Profesor que maneja mucha imformacion y comprometido a la asignatura.,positivo
Mas tiempo para los alumnos,negativo
Muy buena profesora,positivo
No tengo sugerencias,neutro
Muy buena energia en sus clases,positivo
Profesor demuestra conocimiento y capacidad de ensenanza,positivo
"Me parece que sus clases son bastante productivas, se preocupa siempre por el aprendizaje de todo el curso y siempre esta dispuesto a responder dudas o a explicar algo otra vez.",positivo
el profe es muy simpatico,positivo
Es un profesor integro del que se puede aprender mucho,positivo
es muy buen docente,positivo
Muy buen profesor,positivo
"No cumple con lo establecido en las pautas a la hora de evaluar (CD) y no existe mayor informacion a los alumnos de como son evaluados, solo nos llegan las notas.",negativo
Es buen taller,positivo
"solo agradecer este semestre por su paciencia, y muchas veces en las que tenia dudas y le hacia consultas usted las respondio de manera afable y resolviendo mis inquietudes",positivo
Super bien todo!,positivo
"Presenta un buen manejo de la asignatura, no cumple plazos de la entrega de calificaciones no da instancias de revision, no esta disponible para los alumnos ni siquiera via correo electronico",negativo
"Este fue un curso impartido por 4 profesores, lo que sugiero es que existan pautas de las interrogaciones orales, ya que asi podriamos saber lo que el profesor en realidad queria escuchar. En algunos casos quedaba la sensacion que la nota era subjetiva.",positivo
"Profesora inflexible en cuanto al dialogo con los estudiantes, no realiza un analisis auto critico de las cosas que se le debaten, su palabra es ley.",negativo
Buen profesor,positivo
Sin comentarios,neutro
Que deberia contestar los correos electronicos,negativo
"Buen profesor, pero deberia tener mas disponibilidad al atender estudiantes",negativo
"Excelente profesor, buena disposicion, ensena de forma didactica y entretenida",positivo
Mi profesora en esta asignatura fue la profesora Sandra Salamanca. Es por eso que seleccione muy desacuerdo ya que no esta la opinion no aplica,neutro
Excelente profesor,positivo
excelente docente,positivo
entregar notas en menor plazo,negativo
ejercitar mas en clases,negativo
"Excelente guia, realmente sus sugerencias fueron claves para el desarrollo del proyecto",positivo
MAS CoMPREnSIVA,negativo
sin comentarios,neutro
entregar notas en el tiempo reglamentario,negativo
Dio las pautas de evaluacion y las evaluaciones terminando el semestre sin saber los estudiantes en que se basaba para evaluar,negativo
"Mas didacticas,pero es bueno el ramo",negativo
Muy buena profe,positivo
Buena reemplazante y nos ayudo a comprender como usar algunas plataformas que estabamos viendo con el profesor Rodrigo Panes,positivo
Clases muy participativas,positivo
Hablar un poquito mas fuerte en sus clases ya que al final no se escucha muy bien.,negativo
"por motivo de licencia medica, no tuve el agrado de que me siguiera haciendo clases.",neutro
Buen profesor,positivo
Realizar mas practicos en clases,positivo
Tiene vocacion para explicar,positivo
sdfsdf,neutro
"muy buena profe, super simpatica y muy clara para explicar",positivo
